年月日,曜,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2017/12/1,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/12/2,土,,,,,,,,,,,,,,,,
2017/12/3,日,,,,,,,,,,,,,,,,
2017/12/4,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2017/12/5,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/12/6,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2017/12/7,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2017/12/8,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/12/9,土,,,,,,,,,,,,,,,,
2017/12/10,日,,,,,,,,,,,,,,,,
2017/12/11,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2017/12/12,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/12/13,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2017/12/14,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2017/12/15,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/12/16,土,,,,,,,,,,,,,,,,
2017/12/17,日,,,,,,,,,,,,,,,,
2017/12/18,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2017/12/19,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/12/20,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2017/12/21,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2017/12/22,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/12/23,土,,,,,,,,,,,,,,,,
2017/12/24,日,,,,,,,,,,,,,,,,
2017/12/25,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2017/12/26,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/12/27,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2017/12/28,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2017/12/29,金,,,,,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/12/30,土,,,,,,,,,,,,,,,,
2017/12/31,日,,,,,,,,,,,,,,,,
2018/1/1,月,,,,,,,,,,,,,,,,
2018/1/2,火,,,,,,,,,,,,,,,,
2018/1/3,水,,,,,,,,,,,,,,,,
2018/1/4,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,他プラ,資源,資源,他プラ,リプラ,リプラ,リプラ
2018/1/5,金,他プラ,他プラ,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/1/6,土,,,,,,,,,,,,,,,,
2018/1/7,日,,,,,,,,,,,,,,,,
2018/1/8,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,不燃,資源,資源,資源
2018/1/9,火,リプラ,リプラ,不燃,不燃,資源,資源,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/1/10,水,資源,資源,リプラ,リプラ,不燃,不燃,他プラ,他プラ,資源,資源,リプラ,リプラ,リプラ,不燃,不燃,他プラ
2018/1/11,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,他プラ,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2018/1/12,金,不燃,不燃,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/1/13,土,,,,,,,,,,,,,,,,
2018/1/14,日,,,,,,,,,,,,,,,,
2018/1/15,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2018/1/16,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/1/17,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,不燃,不燃,不燃
2018/1/18,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,他プラ,資源,資源,他プラ,リプラ,リプラ,リプラ
2018/1/19,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/1/20,土,,,,,,,,,,,,,,,,
2018/1/21,日,,,,,,,,,,,,,,,,
2018/1/22,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2018/1/23,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/1/24,水,資源,資源,リプラ,リプラ,他プラ,他プラ,不燃,不燃,,,リプラ,リプラ,リプラ,他プラ,他プラ,不燃
2018/1/25,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,他プラ,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2018/1/26,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/1/27,土,,,,,,,,,,,,,,,,
2018/1/28,日,,,,,,,,,,,,,,,,
2018/1/29,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,,,,
2018/1/30,火,リプラ,リプラ,,,,,,,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/1/31,水,,,リプラ,リプラ,,,,,,,リプラ,リプラ,リプラ,,,
2018/2/1,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2018/2/2,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/2/3,土,,,,,,,,,,,,,,,,
2018/2/4,日,,,,,,,,,,,,,,,,
2018/2/5,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2018/2/6,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/2/7,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2018/2/8,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2018/2/9,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/2/10,土,,,,,,,,,,,,,,,,
2018/2/11,日,,,,,,,,,,,,,,,,
2018/2/12,月,,,,,,,,,,,,,不燃,資源,資源,他プラ
2018/2/13,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/2/14,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2018/2/15,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2018/2/16,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/2/17,土,,,,,,,,,,,,,,,,
2018/2/18,日,,,,,,,,,,,,,,,,
2018/2/19,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2018/2/20,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/2/21,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2018/2/22,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2018/2/23,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/2/24,土,,,,,,,,,,,,,,,,
2018/2/25,日,,,,,,,,,,,,,,,,
2018/2/26,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2018/2/27,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/2/28,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2018/3/1,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2018/3/2,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/3/3,土,,,,,,,,,,,,,,,,
2018/3/4,日,,,,,,,,,,,,,,,,
2018/3/5,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2018/3/6,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/3/7,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2018/3/8,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2018/3/9,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/3/10,土,,,,,,,,,,,,,,,,
2018/3/11,日,,,,,,,,,,,,,,,,
2018/3/12,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2018/3/13,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/3/14,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2018/3/15,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2018/3/16,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/3/17,土,,,,,,,,,,,,,,,,
2018/3/18,日,,,,,,,,,,,,,,,,
2018/3/19,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2018/3/20,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/3/21,水,他プラ,他プラ,,,不燃,不燃,不燃,不燃,資源,資源,,,,,,
2018/3/22,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2018/3/23,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/3/24,土,,,,,,,,,,,,,,,,
2018/3/25,日,,,,,,,,,,,,,,,,
2018/3/26,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2018/3/27,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/3/28,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2018/3/29,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,,,,,リプラ,リプラ,リプラ
2018/3/30,金,,,,,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2018/3/31,土,,,,,,,,,,,,,,,,
