年月日,曜,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2016/11/30,水,,,リプラ,リプラ,,,,,,,リプラ,リプラ,リプラ,,,
2016/12/1,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2016/12/2,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2016/12/3,土,,,,,,,,,,,,,,,,
2016/12/4,日,,,,,,,,,,,,,,,,
2016/12/5,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2016/12/6,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2016/12/7,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2016/12/8,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2016/12/9,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2016/12/10,土,,,,,,,,,,,,,,,,
2016/12/11,日,,,,,,,,,,,,,,,,
2016/12/12,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2016/12/13,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2016/12/14,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2016/12/15,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2016/12/16,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2016/12/17,土,,,,,,,,,,,,,,,,
2016/12/18,日,,,,,,,,,,,,,,,,
2016/12/19,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2016/12/20,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2016/12/21,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2016/12/22,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2016/12/23,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2016/12/24,土,,,,,,,,,,,,,,,,
2016/12/25,日,,,,,,,,,,,,,,,,
2016/12/26,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2016/12/27,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2016/12/28,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2016/12/29,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,,,,,リプラ,リプラ,リプラ
2016/12/30,金,,,,,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2016/12/31,土,,,,,,,,,,,,,,,,
2017/1/1,日,,,,,,,,,,,,,,,,
2017/1/2,月,,,,,,,,,,,,,,,,
2017/1/3,火,,,,,,,,,,,,,,,,
2017/1/4,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,資源,資源,資源,資源,リプラ,リプラ,リプラ,他プラ,他プラ,資源
2017/1/5,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2017/1/6,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/1/7,土,,,,,,,,,,,,,,,,
2017/1/8,日,,,,,,,,,,,,,,,,
2017/1/9,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,不燃,資源,資源,他プラ
2017/1/10,火,リプラ,リプラ,不燃,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/1/11,水,資源,資源,リプラ,リプラ,他プラ,他プラ,不燃,不燃,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2017/1/12,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2017/1/13,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/1/14,土,,,,,,,,,,,,,,,,
2017/1/15,日,,,,,,,,,,,,,,,,
2017/1/16,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2017/1/17,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/1/18,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2017/1/19,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2017/1/20,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/1/21,土,,,,,,,,,,,,,,,,
2017/1/22,日,,,,,,,,,,,,,,,,
2017/1/23,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2017/1/24,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/1/25,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2017/1/26,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2017/1/27,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/1/28,土,,,,,,,,,,,,,,,,
2017/1/29,日,,,,,,,,,,,,,,,,
2017/1/30,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,,,,
2017/1/31,火,リプラ,リプラ,,,,,,,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/2/1,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2017/2/2,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2017/2/3,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/2/4,土,,,,,,,,,,,,,,,,
2017/2/5,日,,,,,,,,,,,,,,,,
2017/2/6,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2017/2/7,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/2/8,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2017/2/9,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2017/2/10,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/2/11,土,,,,,,,,,,,,,,,,
2017/2/12,日,,,,,,,,,,,,,,,,
2017/2/13,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2017/2/14,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/2/15,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2017/2/16,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2017/2/17,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/2/18,土,,,,,,,,,,,,,,,,
2017/2/19,日,,,,,,,,,,,,,,,,
2017/2/20,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2017/2/21,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/2/22,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2017/2/23,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2017/2/24,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/2/25,土,,,,,,,,,,,,,,,,
2017/2/26,日,,,,,,,,,,,,,,,,
2017/2/27,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2017/2/28,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/3/1,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2017/3/2,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2017/3/3,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/3/4,土,,,,,,,,,,,,,,,,
2017/3/5,日,,,,,,,,,,,,,,,,
2017/3/6,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,不燃,不燃,,他プラ,他プラ,資源
2017/3/7,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/3/8,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2017/3/9,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2017/3/10,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/3/11,土,,,,,,,,,,,,,,,,
2017/3/12,日,,,,,,,,,,,,,,,,
2017/3/13,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2017/3/14,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/3/15,水,他プラ,他プラ,リプラ,リプラ,不燃,不燃,不燃,不燃,資源,資源,リプラ,リプラ,リプラ,,,
2017/3/16,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,不燃,,資源,資源,他プラ,リプラ,リプラ,リプラ
2017/3/17,金,,不燃,資源,他プラ,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/3/18,土,,,,,,,,,,,,,,,,
2017/3/19,日,,,,,,,,,,,,,,,,
2017/3/20,月,,,,,,,,,,,不燃,不燃,,他プラ,他プラ,資源
2017/3/21,火,リプラ,リプラ,不燃,,他プラ,他プラ,資源,資源,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/3/22,水,資源,資源,リプラ,リプラ,,,,,他プラ,他プラ,リプラ,リプラ,リプラ,不燃,不燃,不燃
2017/3/23,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,不燃,他プラ,他プラ,資源,リプラ,リプラ,リプラ
2017/3/24,金,不燃,,他プラ,資源,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/3/25,土,,,,,,,,,,,,,,,,
2017/3/26,日,,,,,,,,,,,,,,,,
2017/3/27,月,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,リプラ,リプラ,,,不燃,資源,資源,他プラ
2017/3/28,火,リプラ,リプラ,,不燃,資源,資源,他プラ,他プラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
2017/3/29,水,,,リプラ,リプラ,,,,,,,リプラ,リプラ,リプラ,,,
2017/3/30,木,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃,,,,,,リプラ,リプラ,リプラ
2017/3/31,金,,,,,リプラ,リプラ,リプラ,リプラ,可燃,可燃,可燃,可燃,可燃,可燃,可燃,可燃
